,location,product_name,diameter,piece,cover_fill,type_r_c,fondant,fondant_type,topic,topic_type,price
0,A,Victoria Cake,18.0,15,1,GN,1,FondantM,1,Basica,26.33
1,A,Victoria Cake,18.0,15,1,GN,1,FondantM,1,Media,28.33
2,A,Victoria Cake,18.0,15,1,GN,1,FondantM,1,Alta,31.33
3,A,Victoria Cake,18.0,15,1,GN,1,FondantM,1,Muy Alta,35.33
4,A,Victoria Cake,18.0,15,1,GN,1,FondantM,0,Sin Tematica,23.33
5,A,Victoria Cake,18.0,15,1,GN,0,FondantM,1,Basica,22.33
6,A,Victoria Cake,18.0,15,1,GN,0,FondantM,1,Media,24.33
7,A,Victoria Cake,18.0,15,1,GN,0,FondantM,1,Alta,27.33
8,A,Victoria Cake,18.0,15,1,GN,0,FondantM,1,Muy Alta,31.33
9,A,Victoria Cake,18.0,15,1,GN,0,FondantM,0,Sin Tematica,19.33
10,A,Victoria Cake,18.0,15,1,GNL,1,FondantM,1,Basica,30.4
11,A,Victoria Cake,18.0,15,1,GNL,1,FondantM,1,Media,32.4
12,A,Victoria Cake,18.0,15,1,GNL,1,FondantM,1,Alta,35.4
13,A,Victoria Cake,18.0,15,1,GNL,1,FondantM,1,Muy Alta,39.4
14,A,Victoria Cake,18.0,15,1,GNL,1,FondantM,0,Sin Tematica,27.4
15,A,Victoria Cake,18.0,15,1,GNL,0,FondantM,1,Basica,26.4
16,A,Victoria Cake,18.0,15,1,GNL,0,FondantM,1,Media,28.4
17,A,Victoria Cake,18.0,15,1,GNL,0,FondantM,1,Alta,31.4
18,A,Victoria Cake,18.0,15,1,GNL,0,FondantM,1,Muy Alta,35.4
19,A,Victoria Cake,18.0,15,1,GNL,0,FondantM,0,Sin Tematica,23.4
20,A,Victoria Cake,18.0,15,1,GB,1,FondantM,1,Basica,33.93
21,A,Victoria Cake,18.0,15,1,GB,1,FondantM,1,Media,35.93
22,A,Victoria Cake,18.0,15,1,GB,1,FondantM,1,Alta,38.93
23,A,Victoria Cake,18.0,15,1,GB,1,FondantM,1,Muy Alta,42.93
24,A,Victoria Cake,18.0,15,1,GB,1,FondantM,0,Sin Tematica,30.93
25,A,Victoria Cake,18.0,15,1,GB,0,FondantM,1,Basica,29.93
26,A,Victoria Cake,18.0,15,1,GB,0,FondantM,1,Media,31.93
27,A,Victoria Cake,18.0,15,1,GB,0,FondantM,1,Alta,34.93
28,A,Victoria Cake,18.0,15,1,GB,0,FondantM,1,Muy Alta,38.93
29,A,Victoria Cake,18.0,15,1,GB,0,FondantM,0,Sin Tematica,26.93
30,A,Victoria Cake,18.0,15,1,BC,1,FondantM,1,Basica,39.39
31,A,Victoria Cake,18.0,15,1,BC,1,FondantM,1,Media,41.39
32,A,Victoria Cake,18.0,15,1,BC,1,FondantM,1,Alta,44.39
33,A,Victoria Cake,18.0,15,1,BC,1,FondantM,1,Muy Alta,48.39
34,A,Victoria Cake,18.0,15,1,BC,1,FondantM,0,Sin Tematica,36.39
35,A,Victoria Cake,18.0,15,1,BC,0,FondantM,1,Basica,35.39
36,A,Victoria Cake,18.0,15,1,BC,0,FondantM,1,Media,37.39
37,A,Victoria Cake,18.0,15,1,BC,0,FondantM,1,Alta,40.39
38,A,Victoria Cake,18.0,15,1,BC,0,FondantM,1,Muy Alta,44.39
39,A,Victoria Cake,18.0,15,1,BC,0,FondantM,0,Sin Tematica,32.39
40,A,Victoria Cake,18.0,15,1,BCO,1,FondantM,1,Basica,42.34
41,A,Victoria Cake,18.0,15,1,BCO,1,FondantM,1,Media,44.34
42,A,Victoria Cake,18.0,15,1,BCO,1,FondantM,1,Alta,47.34
43,A,Victoria Cake,18.0,15,1,BCO,1,FondantM,1,Muy Alta,51.34
44,A,Victoria Cake,18.0,15,1,BCO,1,FondantM,0,Sin Tematica,39.34
45,A,Victoria Cake,18.0,15,1,BCO,0,FondantM,1,Basica,38.34
46,A,Victoria Cake,18.0,15,1,BCO,0,FondantM,1,Media,40.34
47,A,Victoria Cake,18.0,15,1,BCO,0,FondantM,1,Alta,43.34
48,A,Victoria Cake,18.0,15,1,BCO,0,FondantM,1,Muy Alta,47.34
49,A,Victoria Cake,18.0,15,1,BCO,0,FondantM,0,Sin Tematica,35.34
50,A,Victoria Cake,18.0,15,1,MerF,1,FondantM,1,Basica,37.35
51,A,Victoria Cake,18.0,15,1,MerF,1,FondantM,1,Media,39.35
52,A,Victoria Cake,18.0,15,1,MerF,1,FondantM,1,Alta,42.35
53,A,Victoria Cake,18.0,15,1,MerF,1,FondantM,1,Muy Alta,46.35
54,A,Victoria Cake,18.0,15,1,MerF,1,FondantM,0,Sin Tematica,34.35
55,A,Victoria Cake,18.0,15,1,MerF,0,FondantM,1,Basica,41.35
56,A,Victoria Cake,18.0,15,1,MerF,0,FondantM,1,Media,35.35
57,A,Victoria Cake,18.0,15,1,MerF,0,FondantM,1,Alta,38.35
58,A,Victoria Cake,18.0,15,1,MerF,0,FondantM,1,Muy Alta,42.35
59,A,Victoria Cake,18.0,15,1,MerF,0,FondantM,0,Sin Tematica,30.35
60,A,Victoria Cake,18.0,15,1,MerFR,1,FondantM,1,Basica,37.35
61,A,Victoria Cake,18.0,15,1,MerFR,1,FondantM,1,Media,39.35
62,A,Victoria Cake,18.0,15,1,MerFR,1,FondantM,1,Alta,42.35
63,A,Victoria Cake,18.0,15,1,MerFR,1,FondantM,1,Muy Alta,46.35
64,A,Victoria Cake,18.0,15,1,MerFR,1,FondantM,0,Sin Tematica,34.35
65,A,Victoria Cake,18.0,15,1,MerFR,0,FondantM,1,Basica,33.35
66,A,Victoria Cake,18.0,15,1,MerFR,0,FondantM,1,Media,35.35
67,A,Victoria Cake,18.0,15,1,MerFR,0,FondantM,1,Alta,38.35
68,A,Victoria Cake,18.0,15,1,MerFR,0,FondantM,1,Muy Alta,42.35
69,A,Victoria Cake,18.0,15,1,MerFR,0,FondantM,0,Sin Tematica,30.35
70,A,Victoria Cake,18.0,15,1,MerNZ,1,FondantM,1,Basica,34.82
71,A,Victoria Cake,18.0,15,1,MerNZ,1,FondantM,1,Media,36.82
72,A,Victoria Cake,18.0,15,1,MerNZ,1,FondantM,1,Alta,39.82
73,A,Victoria Cake,18.0,15,1,MerNZ,1,FondantM,1,Muy Alta,43.82
74,A,Victoria Cake,18.0,15,1,MerNZ,1,FondantM,0,Sin Tematica,31.82
75,A,Victoria Cake,18.0,15,1,MerNZ,0,FondantM,1,Basica,30.82
76,A,Victoria Cake,18.0,15,1,MerNZ,0,FondantM,1,Media,32.82
77,A,Victoria Cake,18.0,15,1,MerNZ,0,FondantM,1,Alta,35.82
78,A,Victoria Cake,18.0,15,1,MerNZ,0,FondantM,1,Muy Alta,39.82
79,A,Victoria Cake,18.0,15,1,MerNZ,0,FondantM,0,Sin Tematica,27.82
80,A,Victoria Cake,18.0,15,1,DL,1,FondantM,1,Basica,34.38
81,A,Victoria Cake,18.0,15,1,DL,1,FondantM,1,Media,36.38
82,A,Victoria Cake,18.0,15,1,DL,1,FondantM,1,Alta,39.38
83,A,Victoria Cake,18.0,15,1,DL,1,FondantM,1,Muy Alta,43.38
84,A,Victoria Cake,18.0,15,1,DL,1,FondantM,0,Sin Tematica,31.38
85,A,Victoria Cake,18.0,15,1,DL,0,FondantM,1,Basica,30.38
86,A,Victoria Cake,18.0,15,1,DL,0,FondantM,1,Media,32.38
87,A,Victoria Cake,18.0,15,1,DL,0,FondantM,1,Alta,35.38
88,A,Victoria Cake,18.0,15,1,DL,0,FondantM,1,Muy Alta,39.38
89,A,Victoria Cake,18.0,15,1,DL,0,FondantM,0,Sin Tematica,27.38
90,A,Victoria Cake,18.0,15,1,MerM,1,FondantM,1,Basica,34.89
91,A,Victoria Cake,18.0,15,1,MerM,1,FondantM,1,Media,36.89
92,A,Victoria Cake,18.0,15,1,MerM,1,FondantM,1,Alta,39.89
93,A,Victoria Cake,18.0,15,1,MerM,1,FondantM,1,Muy Alta,43.89
94,A,Victoria Cake,18.0,15,1,MerM,1,FondantM,0,Sin Tematica,31.89
95,A,Victoria Cake,18.0,15,1,MerM,0,FondantM,1,Basica,30.89
96,A,Victoria Cake,18.0,15,1,MerM,0,FondantM,1,Media,32.89
97,A,Victoria Cake,18.0,15,1,MerM,0,FondantM,1,Alta,35.89
98,A,Victoria Cake,18.0,15,1,MerM,0,FondantM,1,Muy Alta,39.89
99,A,Victoria Cake,18.0,15,1,MerM,0,FondantM,0,Sin Tematica,27.89
100,A,Victoria Cake,18.0,15,1,LimC,1,FondantM,1,Basica,39.89
101,A,Victoria Cake,18.0,15,1,LimC,1,FondantM,1,Media,41.89
102,A,Victoria Cake,18.0,15,1,LimC,1,FondantM,1,Alta,44.89
103,A,Victoria Cake,18.0,15,1,LimC,1,FondantM,1,Muy Alta,48.89
104,A,Victoria Cake,18.0,15,1,LimC,1,FondantM,0,Sin Tematica,36.89
105,A,Victoria Cake,18.0,15,1,LimC,0,FondantM,1,Basica,35.89
106,A,Victoria Cake,18.0,15,1,LimC,0,FondantM,1,Media,37.89
107,A,Victoria Cake,18.0,15,1,LimC,0,FondantM,1,Alta,40.89
108,A,Victoria Cake,18.0,15,1,LimC,0,FondantM,1,Muy Alta,44.89
109,A,Victoria Cake,18.0,15,1,LimC,0,FondantM,0,Sin Tematica,32.89
110,A,Chocolat Cake,18.0,15,1,GN,1,FondantM,1,Basica,27.28
111,A,Chocolat Cake,18.0,15,1,GN,1,FondantM,1,Media,29.28
112,A,Chocolat Cake,18.0,15,1,GN,1,FondantM,1,Alta,32.28
113,A,Chocolat Cake,18.0,15,1,GN,1,FondantM,1,Muy Alta,36.28
114,A,Chocolat Cake,18.0,15,1,GN,1,FondantM,0,Sin Tematica,24.28
115,A,Chocolat Cake,18.0,15,1,GN,0,FondantM,1,Basica,23.28
116,A,Chocolat Cake,18.0,15,1,GN,0,FondantM,1,Media,25.28
117,A,Chocolat Cake,18.0,15,1,GN,0,FondantM,1,Alta,28.28
118,A,Chocolat Cake,18.0,15,1,GN,0,FondantM,1,Muy Alta,32.28
119,A,Chocolat Cake,18.0,15,1,GN,0,FondantM,0,Sin Tematica,20.28
120,A,Chocolat Cake,18.0,15,1,GNL,1,FondantM,1,Basica,31.34
121,A,Chocolat Cake,18.0,15,1,GNL,1,FondantM,1,Media,33.34
122,A,Chocolat Cake,18.0,15,1,GNL,1,FondantM,1,Alta,36.34
123,A,Chocolat Cake,18.0,15,1,GNL,1,FondantM,1,Muy Alta,40.34
124,A,Chocolat Cake,18.0,15,1,GNL,1,FondantM,0,Sin Tematica,28.34
125,A,Chocolat Cake,18.0,15,1,GNL,0,FondantM,1,Basica,27.34
126,A,Chocolat Cake,18.0,15,1,GNL,0,FondantM,1,Media,29.34
127,A,Chocolat Cake,18.0,15,1,GNL,0,FondantM,1,Alta,32.34
128,A,Chocolat Cake,18.0,15,1,GNL,0,FondantM,1,Muy Alta,36.34
129,A,Chocolat Cake,18.0,15,1,GNL,0,FondantM,0,Sin Tematica,24.34
130,A,Chocolat Cake,18.0,15,1,GB,1,FondantM,1,Basica,34.87
131,A,Chocolat Cake,18.0,15,1,GB,1,FondantM,1,Media,36.87
132,A,Chocolat Cake,18.0,15,1,GB,1,FondantM,1,Alta,39.87
133,A,Chocolat Cake,18.0,15,1,GB,1,FondantM,1,Muy Alta,43.87
134,A,Chocolat Cake,18.0,15,1,GB,1,FondantM,0,Sin Tematica,31.87
135,A,Chocolat Cake,18.0,15,1,GB,0,FondantM,1,Basica,30.87
136,A,Chocolat Cake,18.0,15,1,GB,0,FondantM,1,Media,32.87
137,A,Chocolat Cake,18.0,15,1,GB,0,FondantM,1,Alta,35.87
138,A,Chocolat Cake,18.0,15,1,GB,0,FondantM,1,Muy Alta,39.87
139,A,Chocolat Cake,18.0,15,1,GB,0,FondantM,0,Sin Tematica,27.87
140,A,Chocolat Cake,18.0,15,1,BC,1,FondantM,1,Basica,40.33
141,A,Chocolat Cake,18.0,15,1,BC,1,FondantM,1,Media,42.33
142,A,Chocolat Cake,18.0,15,1,BC,1,FondantM,1,Alta,45.33
143,A,Chocolat Cake,18.0,15,1,BC,1,FondantM,1,Muy Alta,49.33
144,A,Chocolat Cake,18.0,15,1,BC,1,FondantM,0,Sin Tematica,37.33
145,A,Chocolat Cake,18.0,15,1,BC,0,FondantM,1,Basica,36.33
146,A,Chocolat Cake,18.0,15,1,BC,0,FondantM,1,Media,38.33
147,A,Chocolat Cake,18.0,15,1,BC,0,FondantM,1,Alta,41.33
148,A,Chocolat Cake,18.0,15,1,BC,0,FondantM,1,Muy Alta,45.33
149,A,Chocolat Cake,18.0,15,1,BC,0,FondantM,0,Sin Tematica,33.33
150,A,Chocolat Cake,18.0,15,1,BCO,1,FondantM,1,Basica,43.28
151,A,Chocolat Cake,18.0,15,1,BCO,1,FondantM,1,Media,45.28
152,A,Chocolat Cake,18.0,15,1,BCO,1,FondantM,1,Alta,48.28
153,A,Chocolat Cake,18.0,15,1,BCO,1,FondantM,1,Muy Alta,52.28
154,A,Chocolat Cake,18.0,15,1,BCO,1,FondantM,0,Sin Tematica,40.28
155,A,Chocolat Cake,18.0,15,1,BCO,0,FondantM,1,Basica,39.28
156,A,Chocolat Cake,18.0,15,1,BCO,0,FondantM,1,Media,41.28
157,A,Chocolat Cake,18.0,15,1,BCO,0,FondantM,1,Alta,44.28
158,A,Chocolat Cake,18.0,15,1,BCO,0,FondantM,1,Muy Alta,48.28
159,A,Chocolat Cake,18.0,15,1,BCO,0,FondantM,0,Sin Tematica,36.28
160,A,Chocolat Cake,18.0,15,1,MerF,1,FondantM,1,Basica,38.3
161,A,Chocolat Cake,18.0,15,1,MerF,1,FondantM,1,Media,40.3
162,A,Chocolat Cake,18.0,15,1,MerF,1,FondantM,1,Alta,43.3
163,A,Chocolat Cake,18.0,15,1,MerF,1,FondantM,1,Muy Alta,47.3
164,A,Chocolat Cake,18.0,15,1,MerF,1,FondantM,0,Sin Tematica,35.3
165,A,Chocolat Cake,18.0,15,1,MerF,0,FondantM,1,Basica,34.3
166,A,Chocolat Cake,18.0,15,1,MerF,0,FondantM,1,Media,36.3
167,A,Chocolat Cake,18.0,15,1,MerF,0,FondantM,1,Alta,39.3
168,A,Chocolat Cake,18.0,15,1,MerF,0,FondantM,1,Muy Alta,43.3
169,A,Chocolat Cake,18.0,15,1,MerF,0,FondantM,0,Sin Tematica,31.3
170,A,Chocolat Cake,18.0,15,1,MerFR,1,FondantM,1,Basica,38.3
171,A,Chocolat Cake,18.0,15,1,MerFR,1,FondantM,1,Media,40.3
172,A,Chocolat Cake,18.0,15,1,MerFR,1,FondantM,1,Alta,43.3
173,A,Chocolat Cake,18.0,15,1,MerFR,1,FondantM,1,Muy Alta,47.3
174,A,Chocolat Cake,18.0,15,1,MerFR,1,FondantM,0,Sin Tematica,35.3
175,A,Chocolat Cake,18.0,15,1,MerFR,0,FondantM,1,Basica,34.3
176,A,Chocolat Cake,18.0,15,1,MerFR,0,FondantM,1,Media,36.3
177,A,Chocolat Cake,18.0,15,1,MerFR,0,FondantM,1,Alta,39.3
178,A,Chocolat Cake,18.0,15,1,MerFR,0,FondantM,1,Muy Alta,43.3
179,A,Chocolat Cake,18.0,15,1,MerFR,0,FondantM,0,Sin Tematica,31.3
180,A,Chocolat Cake,18.0,15,1,MerNZ,1,FondantM,1,Basica,35.77
181,A,Chocolat Cake,18.0,15,1,MerNZ,1,FondantM,1,Media,37.77
182,A,Chocolat Cake,18.0,15,1,MerNZ,1,FondantM,1,Alta,40.77
183,A,Chocolat Cake,18.0,15,1,MerNZ,1,FondantM,1,Muy Alta,44.77
184,A,Chocolat Cake,18.0,15,1,MerNZ,1,FondantM,0,Sin Tematica,32.77
185,A,Chocolat Cake,18.0,15,1,MerNZ,0,FondantM,1,Basica,31.77
186,A,Chocolat Cake,18.0,15,1,MerNZ,0,FondantM,1,Media,33.77
187,A,Chocolat Cake,18.0,15,1,MerNZ,0,FondantM,1,Alta,36.77
188,A,Chocolat Cake,18.0,15,1,MerNZ,0,FondantM,1,Muy Alta,40.77
189,A,Chocolat Cake,18.0,15,1,MerNZ,0,FondantM,0,Sin Tematica,28.77
190,A,Chocolat Cake,18.0,15,1,DL,1,FondantM,1,Basica,35.32
191,A,Chocolat Cake,18.0,15,1,DL,1,FondantM,1,Media,37.32
192,A,Chocolat Cake,18.0,15,1,DL,1,FondantM,1,Alta,40.32
193,A,Chocolat Cake,18.0,15,1,DL,1,FondantM,1,Muy Alta,44.32
194,A,Chocolat Cake,18.0,15,1,DL,1,FondantM,0,Sin Tematica,32.32
195,A,Chocolat Cake,18.0,15,1,DL,0,FondantM,1,Basica,31.32
196,A,Chocolat Cake,18.0,15,1,DL,0,FondantM,1,Media,33.32
197,A,Chocolat Cake,18.0,15,1,DL,0,FondantM,1,Alta,36.32
198,A,Chocolat Cake,18.0,15,1,DL,0,FondantM,1,Muy Alta,40.32
199,A,Chocolat Cake,18.0,15,1,DL,0,FondantM,0,Sin Tematica,28.32
200,A,Chocolat Cake,18.0,15,1,MerM,1,FondantM,1,Basica,35.84
201,A,Chocolat Cake,18.0,15,1,MerM,1,FondantM,1,Media,37.84
202,A,Chocolat Cake,18.0,15,1,MerM,1,FondantM,1,Alta,40.84
203,A,Chocolat Cake,18.0,15,1,MerM,1,FondantM,1,Muy Alta,44.84
204,A,Chocolat Cake,18.0,15,1,MerM,1,FondantM,0,Sin Tematica,32.84
205,A,Chocolat Cake,18.0,15,1,MerM,0,FondantM,1,Basica,31.84
206,A,Chocolat Cake,18.0,15,1,MerM,0,FondantM,1,Media,33.84
207,A,Chocolat Cake,18.0,15,1,MerM,0,FondantM,1,Alta,36.84
208,A,Chocolat Cake,18.0,15,1,MerM,0,FondantM,1,Muy Alta,40.84
209,A,Chocolat Cake,18.0,15,1,MerM,0,FondantM,0,Sin Tematica,28.84
210,A,Chocolat Cake,18.0,15,1,LimC,1,FondantM,1,Basica,40.84
211,A,Chocolat Cake,18.0,15,1,LimC,1,FondantM,1,Media,42.84
212,A,Chocolat Cake,18.0,15,1,LimC,1,FondantM,1,Alta,45.84
213,A,Chocolat Cake,18.0,15,1,LimC,1,FondantM,1,Muy Alta,49.84
214,A,Chocolat Cake,18.0,15,1,LimC,1,FondantM,0,Sin Tematica,37.84
215,A,Chocolat Cake,18.0,15,1,LimC,0,FondantM,1,Basica,36.84
216,A,Chocolat Cake,18.0,15,1,LimC,0,FondantM,1,Media,38.84
217,A,Chocolat Cake,18.0,15,1,LimC,0,FondantM,1,Alta,41.84
218,A,Chocolat Cake,18.0,15,1,LimC,0,FondantM,1,Muy Alta,45.84
219,A,Chocolat Cake,18.0,15,1,LimC,0,FondantM,0,Sin Tematica,33.84
220,A,Oreo Cake,18.0,15,1,GN,1,FondantM,1,Basica,21.3
221,A,Oreo Cake,18.0,15,1,GN,1,FondantM,1,Media,23.3
222,A,Oreo Cake,18.0,15,1,GN,1,FondantM,1,Alta,26.3
223,A,Oreo Cake,18.0,15,1,GN,1,FondantM,1,Muy Alta,30.3
224,A,Oreo Cake,18.0,15,1,GN,1,FondantM,0,Sin Tematica,18.3
225,A,Oreo Cake,18.0,15,1,GN,0,FondantM,1,Basica,17.3
226,A,Oreo Cake,18.0,15,1,GN,0,FondantM,1,Media,19.3
227,A,Oreo Cake,18.0,15,1,GN,0,FondantM,1,Alta,22.3
228,A,Oreo Cake,18.0,15,1,GN,0,FondantM,1,Muy Alta,26.3
229,A,Oreo Cake,18.0,15,1,GN,0,FondantM,0,Sin Tematica,14.3
230,A,Oreo Cake,18.0,15,1,GNL,1,FondantM,1,Basica,25.37
231,A,Oreo Cake,18.0,15,1,GNL,1,FondantM,1,Media,27.37
232,A,Oreo Cake,18.0,15,1,GNL,1,FondantM,1,Alta,30.37
233,A,Oreo Cake,18.0,15,1,GNL,1,FondantM,1,Muy Alta,34.37
234,A,Oreo Cake,18.0,15,1,GNL,1,FondantM,0,Sin Tematica,22.37
235,A,Oreo Cake,18.0,15,1,GNL,0,FondantM,1,Basica,21.37
236,A,Oreo Cake,18.0,15,1,GNL,0,FondantM,1,Media,23.37
237,A,Oreo Cake,18.0,15,1,GNL,0,FondantM,1,Alta,26.37
238,A,Oreo Cake,18.0,15,1,GNL,0,FondantM,1,Muy Alta,30.37
239,A,Oreo Cake,18.0,15,1,GNL,0,FondantM,0,Sin Tematica,18.37
240,A,Oreo Cake,18.0,15,1,GB,1,FondantM,1,Basica,28.89
241,A,Oreo Cake,18.0,15,1,GB,1,FondantM,1,Media,30.89
242,A,Oreo Cake,18.0,15,1,GB,1,FondantM,1,Alta,33.89
243,A,Oreo Cake,18.0,15,1,GB,1,FondantM,1,Muy Alta,37.89
244,A,Oreo Cake,18.0,15,1,GB,1,FondantM,0,Sin Tematica,25.89
245,A,Oreo Cake,18.0,15,1,GB,0,FondantM,1,Basica,24.89
246,A,Oreo Cake,18.0,15,1,GB,0,FondantM,1,Media,26.89
247,A,Oreo Cake,18.0,15,1,GB,0,FondantM,1,Alta,29.89
248,A,Oreo Cake,18.0,15,1,GB,0,FondantM,1,Muy Alta,33.89
249,A,Oreo Cake,18.0,15,1,GB,0,FondantM,0,Sin Tematica,21.89
250,A,Oreo Cake,18.0,15,1,BC,1,FondantM,1,Basica,34.35
251,A,Oreo Cake,18.0,15,1,BC,1,FondantM,1,Media,36.35
252,A,Oreo Cake,18.0,15,1,BC,1,FondantM,1,Alta,39.35
253,A,Oreo Cake,18.0,15,1,BC,1,FondantM,1,Muy Alta,43.35
254,A,Oreo Cake,18.0,15,1,BC,1,FondantM,0,Sin Tematica,31.35
255,A,Oreo Cake,18.0,15,1,BC,0,FondantM,1,Basica,30.35
256,A,Oreo Cake,18.0,15,1,BC,0,FondantM,1,Media,32.35
257,A,Oreo Cake,18.0,15,1,BC,0,FondantM,1,Alta,35.35
258,A,Oreo Cake,18.0,15,1,BC,0,FondantM,1,Muy Alta,39.35
259,A,Oreo Cake,18.0,15,1,BC,0,FondantM,0,Sin Tematica,27.35
260,A,Oreo Cake,18.0,15,1,BCO,1,FondantM,1,Basica,37.3
261,A,Oreo Cake,18.0,15,1,BCO,1,FondantM,1,Media,39.3
262,A,Oreo Cake,18.0,15,1,BCO,1,FondantM,1,Alta,42.3
263,A,Oreo Cake,18.0,15,1,BCO,1,FondantM,1,Muy Alta,46.3
264,A,Oreo Cake,18.0,15,1,BCO,1,FondantM,0,Sin Tematica,34.3
265,A,Oreo Cake,18.0,15,1,BCO,0,FondantM,1,Basica,33.3
266,A,Oreo Cake,18.0,15,1,BCO,0,FondantM,1,Media,35.3
267,A,Oreo Cake,18.0,15,1,BCO,0,FondantM,1,Alta,38.3
268,A,Oreo Cake,18.0,15,1,BCO,0,FondantM,1,Muy Alta,42.3
269,A,Oreo Cake,18.0,15,1,BCO,0,FondantM,0,Sin Tematica,30.3
270,A,Oreo Cake,18.0,15,1,MerF,1,FondantM,1,Basica,32.32
271,A,Oreo Cake,18.0,15,1,MerF,1,FondantM,1,Media,34.32
272,A,Oreo Cake,18.0,15,1,MerF,1,FondantM,1,Alta,37.32
273,A,Oreo Cake,18.0,15,1,MerF,1,FondantM,1,Muy Alta,41.32
274,A,Oreo Cake,18.0,15,1,MerF,1,FondantM,0,Sin Tematica,29.32
275,A,Oreo Cake,18.0,15,1,MerF,0,FondantM,1,Basica,28.32
276,A,Oreo Cake,18.0,15,1,MerF,0,FondantM,1,Media,30.32
277,A,Oreo Cake,18.0,15,1,MerF,0,FondantM,1,Alta,33.32
278,A,Oreo Cake,18.0,15,1,MerF,0,FondantM,1,Muy Alta,37.32
279,A,Oreo Cake,18.0,15,1,MerF,0,FondantM,0,Sin Tematica,25.32
280,A,Oreo Cake,18.0,15,1,MerFR,1,FondantM,1,Basica,32.32
281,A,Oreo Cake,18.0,15,1,MerFR,1,FondantM,1,Media,34.32
282,A,Oreo Cake,18.0,15,1,MerFR,1,FondantM,1,Alta,37.32
283,A,Oreo Cake,18.0,15,1,MerFR,1,FondantM,1,Muy Alta,41.32
284,A,Oreo Cake,18.0,15,1,MerFR,1,FondantM,0,Sin Tematica,29.32
285,A,Oreo Cake,18.0,15,1,MerFR,0,FondantM,1,Basica,28.32
286,A,Oreo Cake,18.0,15,1,MerFR,0,FondantM,1,Media,30.32
287,A,Oreo Cake,18.0,15,1,MerFR,0,FondantM,1,Alta,33.32
288,A,Oreo Cake,18.0,15,1,MerFR,0,FondantM,1,Muy Alta,37.32
289,A,Oreo Cake,18.0,15,1,MerFR,0,FondantM,0,Sin Tematica,25.32
290,A,Oreo Cake,18.0,15,1,MerNZ,1,FondantM,1,Basica,29.79
291,A,Oreo Cake,18.0,15,1,MerNZ,1,FondantM,1,Media,31.79
292,A,Oreo Cake,18.0,15,1,MerNZ,1,FondantM,1,Alta,34.79
293,A,Oreo Cake,18.0,15,1,MerNZ,1,FondantM,1,Muy Alta,38.79
294,A,Oreo Cake,18.0,15,1,MerNZ,1,FondantM,0,Sin Tematica,26.79
295,A,Oreo Cake,18.0,15,1,MerNZ,0,FondantM,1,Basica,25.79
296,A,Oreo Cake,18.0,15,1,MerNZ,0,FondantM,1,Media,27.79
