,location,product_name,diameter,piece,cover_fill,type_r_c,fondant,fondant_type,topic,topic_type,price
894,A,Chocolat Cake,25.0,30,1,GNL,1,FondantL,0,Sin Tematica,54.69
895,A,Chocolat Cake,25.0,30,1,GNL,0,FondantL,1,Basica,51.69
896,A,Chocolat Cake,25.0,30,1,GNL,0,FondantL,1,Media,53.69
897,A,Chocolat Cake,25.0,30,1,GNL,0,FondantL,1,Alta,56.69
898,A,Chocolat Cake,25.0,30,1,GNL,0,FondantL,1,Muy Alta,60.69
899,A,Chocolat Cake,25.0,30,1,GNL,0,FondantL,0,Sin Tematica,48.69
900,A,Chocolat Cake,25.0,30,1,GB,1,FondantL,1,Basica,64.74
901,A,Chocolat Cake,25.0,30,1,GB,1,FondantL,1,Media,66.74
902,A,Chocolat Cake,25.0,30,1,GB,1,FondantL,1,Alta,69.74
903,A,Chocolat Cake,25.0,30,1,GB,1,FondantL,1,Muy Alta,73.74
904,A,Chocolat Cake,25.0,30,1,GB,1,FondantL,0,Sin Tematica,61.74
905,A,Chocolat Cake,25.0,30,1,GB,0,FondantL,1,Basica,58.74
906,A,Chocolat Cake,25.0,30,1,GB,0,FondantL,1,Media,60.74
907,A,Chocolat Cake,25.0,30,1,GB,0,FondantL,1,Alta,63.74
908,A,Chocolat Cake,25.0,30,1,GB,0,FondantL,1,Muy Alta,67.74
909,A,Chocolat Cake,25.0,30,1,GB,0,FondantL,0,Sin Tematica,55.74
910,A,Chocolat Cake,25.0,30,1,BC,1,FondantL,1,Basica,75.66
911,A,Chocolat Cake,25.0,30,1,BC,1,FondantL,1,Media,77.66
912,A,Chocolat Cake,25.0,30,1,BC,1,FondantL,1,Alta,80.66
913,A,Chocolat Cake,25.0,30,1,BC,1,FondantL,1,Muy Alta,84.66
914,A,Chocolat Cake,25.0,30,1,BC,1,FondantL,0,Sin Tematica,72.66
915,A,Chocolat Cake,25.0,30,1,BC,0,FondantL,1,Basica,69.66
916,A,Chocolat Cake,25.0,30,1,BC,0,FondantL,1,Media,71.66
917,A,Chocolat Cake,25.0,30,1,BC,0,FondantL,1,Alta,74.66
918,A,Chocolat Cake,25.0,30,1,BC,0,FondantL,1,Muy Alta,78.66
919,A,Chocolat Cake,25.0,30,1,BC,0,FondantL,0,Sin Tematica,66.66
920,A,Chocolat Cake,25.0,30,1,BCO,1,FondantL,1,Basica,81.57
921,A,Chocolat Cake,25.0,30,1,BCO,1,FondantL,1,Media,83.57
922,A,Chocolat Cake,25.0,30,1,BCO,1,FondantL,1,Alta,86.57
923,A,Chocolat Cake,25.0,30,1,BCO,1,FondantL,1,Muy Alta,90.57
924,A,Chocolat Cake,25.0,30,1,BCO,1,FondantL,0,Sin Tematica,78.57
925,A,Chocolat Cake,25.0,30,1,BCO,0,FondantL,1,Basica,75.57
926,A,Chocolat Cake,25.0,30,1,BCO,0,FondantL,1,Media,77.57
927,A,Chocolat Cake,25.0,30,1,BCO,0,FondantL,1,Alta,80.57
928,A,Chocolat Cake,25.0,30,1,BCO,0,FondantL,1,Muy Alta,84.57
929,A,Chocolat Cake,25.0,30,1,BCO,0,FondantL,0,Sin Tematica,72.57
930,A,Chocolat Cake,25.0,30,1,MerF,1,FondantL,1,Basica,62.55
931,A,Chocolat Cake,25.0,30,1,MerF,1,FondantL,1,Media,64.55
932,A,Chocolat Cake,25.0,30,1,MerF,1,FondantL,1,Alta,67.55
933,A,Chocolat Cake,25.0,30,1,MerF,1,FondantL,1,Muy Alta,71.55
934,A,Chocolat Cake,25.0,30,1,MerF,1,FondantL,0,Sin Tematica,59.55
935,A,Chocolat Cake,25.0,30,1,MerF,0,FondantL,1,Basica,56.55
936,A,Chocolat Cake,25.0,30,1,MerF,0,FondantL,1,Media,58.55
937,A,Chocolat Cake,25.0,30,1,MerF,0,FondantL,1,Alta,61.55
938,A,Chocolat Cake,25.0,30,1,MerF,0,FondantL,1,Muy Alta,65.55
939,A,Chocolat Cake,25.0,30,1,MerF,0,FondantL,0,Sin Tematica,53.55
940,A,Chocolat Cake,25.0,30,1,MerFR,1,FondantL,1,Basica,62.55
941,A,Chocolat Cake,25.0,30,1,MerFR,1,FondantL,1,Media,64.55
942,A,Chocolat Cake,25.0,30,1,MerFR,1,FondantL,1,Alta,67.55
943,A,Chocolat Cake,25.0,30,1,MerFR,1,FondantL,1,Muy Alta,71.55
944,A,Chocolat Cake,25.0,30,1,MerFR,1,FondantL,0,Sin Tematica,59.55
945,A,Chocolat Cake,25.0,30,1,MerFR,0,FondantL,1,Basica,56.55
946,A,Chocolat Cake,25.0,30,1,MerFR,0,FondantL,1,Media,58.55
947,A,Chocolat Cake,25.0,30,1,MerFR,0,FondantL,1,Alta,61.55
948,A,Chocolat Cake,25.0,30,1,MerFR,0,FondantL,1,Muy Alta,65.55
949,A,Chocolat Cake,25.0,30,1,MerFR,0,FondantL,0,Sin Tematica,53.55
950,A,Chocolat Cake,25.0,30,1,MerNZ,1,FondantL,1,Basica,57.49
951,A,Chocolat Cake,25.0,30,1,MerNZ,1,FondantL,1,Media,59.49
952,A,Chocolat Cake,25.0,30,1,MerNZ,1,FondantL,1,Alta,62.49
953,A,Chocolat Cake,25.0,30,1,MerNZ,1,FondantL,1,Muy Alta,66.49
954,A,Chocolat Cake,25.0,30,1,MerNZ,1,FondantL,0,Sin Tematica,54.49
955,A,Chocolat Cake,25.0,30,1,MerNZ,0,FondantL,1,Basica,51.49
956,A,Chocolat Cake,25.0,30,1,MerNZ,0,FondantL,1,Media,53.49
957,A,Chocolat Cake,25.0,30,1,MerNZ,0,FondantL,1,Alta,56.49
958,A,Chocolat Cake,25.0,30,1,MerNZ,0,FondantL,1,Muy Alta,60.49
959,A,Chocolat Cake,25.0,30,1,MerNZ,0,FondantL,0,Sin Tematica,48.49
960,A,Chocolat Cake,25.0,30,1,DL,1,FondantL,1,Basica,56.6
961,A,Chocolat Cake,25.0,30,1,DL,1,FondantL,1,Media,58.6
962,A,Chocolat Cake,25.0,30,1,DL,1,FondantL,1,Alta,61.6
963,A,Chocolat Cake,25.0,30,1,DL,1,FondantL,1,Muy Alta,65.6
964,A,Chocolat Cake,25.0,30,1,DL,1,FondantL,0,Sin Tematica,53.6
965,A,Chocolat Cake,25.0,30,1,DL,0,FondantL,1,Basica,50.6
966,A,Chocolat Cake,25.0,30,1,DL,0,FondantL,1,Media,52.6
967,A,Chocolat Cake,25.0,30,1,DL,0,FondantL,1,Alta,55.6
968,A,Chocolat Cake,25.0,30,1,DL,0,FondantL,1,Muy Alta,59.6
969,A,Chocolat Cake,25.0,30,1,DL,0,FondantL,0,Sin Tematica,47.6
970,A,Chocolat Cake,25.0,30,1,MerM,1,FondantL,1,Basica,57.63
971,A,Chocolat Cake,25.0,30,1,MerM,1,FondantL,1,Media,59.63
972,A,Chocolat Cake,25.0,30,1,MerM,1,FondantL,1,Alta,62.63
973,A,Chocolat Cake,25.0,30,1,MerM,1,FondantL,1,Muy Alta,66.63
974,A,Chocolat Cake,25.0,30,1,MerM,1,FondantL,0,Sin Tematica,54.63
975,A,Chocolat Cake,25.0,30,1,MerM,0,FondantL,1,Basica,51.63
976,A,Chocolat Cake,25.0,30,1,MerM,0,FondantL,1,Media,53.63
977,A,Chocolat Cake,25.0,30,1,MerM,0,FondantL,1,Alta,56.63
978,A,Chocolat Cake,25.0,30,1,MerM,0,FondantL,1,Muy Alta,60.63
979,A,Chocolat Cake,25.0,30,1,MerM,0,FondantL,0,Sin Tematica,48.63
980,A,Chocolat Cake,25.0,30,1,LimC,1,FondantL,1,Basica,67.63
981,A,Chocolat Cake,25.0,30,1,LimC,1,FondantL,1,Media,69.63
982,A,Chocolat Cake,25.0,30,1,LimC,1,FondantL,1,Alta,72.63
983,A,Chocolat Cake,25.0,30,1,LimC,1,FondantL,1,Muy Alta,76.63
984,A,Chocolat Cake,25.0,30,1,LimC,1,FondantL,0,Sin Tematica,64.63
985,A,Chocolat Cake,25.0,30,1,LimC,0,FondantL,1,Basica,61.63
986,A,Chocolat Cake,25.0,30,1,LimC,0,FondantL,1,Media,63.63
987,A,Chocolat Cake,25.0,30,1,LimC,0,FondantL,1,Alta,66.63
988,A,Chocolat Cake,25.0,30,1,LimC,0,FondantL,1,Muy Alta,70.63
989,A,Chocolat Cake,25.0,30,1,LimC,0,FondantL,0,Sin Tematica,58.63
990,A,Oreo Cake,25.0,30,1,BCO,1,FondantL,1,Basica,69.61
991,A,Oreo Cake,25.0,30,1,BCO,1,FondantL,1,Media,71.61
992,A,Oreo Cake,25.0,30,1,BCO,1,FondantL,1,Alta,74.61
993,A,Oreo Cake,25.0,30,1,BCO,1,FondantL,1,Muy Alta,78.61
994,A,Oreo Cake,25.0,30,1,BCO,1,FondantL,0,Sin Tematica,66.61
995,A,Oreo Cake,25.0,30,1,BCO,0,FondantL,1,Basica,63.61
996,A,Oreo Cake,25.0,30,1,BCO,0,FondantL,1,Media,65.61
997,A,Oreo Cake,25.0,30,1,BCO,0,FondantL,1,Alta,68.61
998,A,Oreo Cake,25.0,30,1,BCO,0,FondantL,1,Muy Alta,72.61
999,A,Oreo Cake,25.0,30,1,BCO,0,FondantL,0,Sin Tematica,60.61
1000,A,Oreo Cake,12.0,9,1,BCO,1,FondantS,1,Basica,20.55
1001,A,Oreo Cake,12.0,9,1,BCO,1,FondantS,1,Media,22.55
1002,A,Oreo Cake,12.0,9,1,BCO,1,FondantS,1,Alta,25.55
1003,A,Oreo Cake,12.0,9,1,BCO,1,FondantS,1,Muy Alta,29.55
1004,A,Oreo Cake,12.0,9,1,BCO,1,FondantS,0,Sin Tematica,17.55
1005,A,Oreo Cake,12.0,9,1,BCO,0,FondantS,1,Basica,18.15
1006,A,Oreo Cake,12.0,9,1,BCO,0,FondantS,1,Media,20.15
1007,A,Oreo Cake,12.0,9,1,BCO,0,FondantS,1,Alta,23.15
1008,A,Oreo Cake,12.0,9,1,BCO,0,FondantS,1,Muy Alta,27.15
1009,A,Oreo Cake,12.0,9,1,BCO,0,FondantS,0,Sin Tematica,15.15
1010,A,ReDVelvet Cake,25.0,30,1,BC,1,FondantL,1,Basica,124.82
1011,A,ReDVelvet Cake,25.0,30,1,BC,1,FondantL,1,Media,126.82
1012,A,ReDVelvet Cake,25.0,30,1,BC,1,FondantL,1,Alta,129.82
1013,A,ReDVelvet Cake,25.0,30,1,BC,1,FondantL,1,Muy Alta,133.82
1014,A,ReDVelvet Cake,25.0,30,1,BC,1,FondantL,0,Sin Tematica,121.82
1015,A,ReDVelvet Cake,25.0,30,1,BC,0,FondantL,1,Basica,118.82
1016,A,ReDVelvet Cake,25.0,30,1,BC,0,FondantL,1,Media,120.82
1017,A,ReDVelvet Cake,25.0,30,1,BC,0,FondantL,1,Alta,123.82
1018,A,ReDVelvet Cake,25.0,30,1,BC,0,FondantL,1,Muy Alta,127.82
1019,A,ReDVelvet Cake,25.0,30,1,BC,0,FondantL,0,Sin Tematica,115.82
1020,A,ReDVelvet Cake,12.0,9,1,BC,1,FondantS,1,Basica,34.36
1021,A,ReDVelvet Cake,12.0,9,1,BC,1,FondantS,1,Media,36.36
1022,A,ReDVelvet Cake,12.0,9,1,BC,1,FondantS,1,Alta,39.36
1023,A,ReDVelvet Cake,12.0,9,1,BC,1,FondantS,1,Muy Alta,43.36
1024,A,ReDVelvet Cake,12.0,9,1,BC,1,FondantS,0,Sin Tematica,31.36
1025,A,ReDVelvet Cake,12.0,9,1,BC,0,FondantS,1,Basica,31.96
1026,A,ReDVelvet Cake,12.0,9,1,BC,0,FondantS,1,Media,33.96
1027,A,ReDVelvet Cake,12.0,9,1,BC,0,FondantS,1,Alta,36.96
1028,A,ReDVelvet Cake,12.0,9,1,BC,0,FondantS,1,Muy Alta,40.96
1029,A,ReDVelvet Cake,12.0,9,1,BC,0,FondantS,0,Sin Tematica,28.96
1030,A,Carrot Cake,25.0,30,1,BC,1,FondantL,1,Basica,68.28
1031,A,Carrot Cake,25.0,30,1,BC,1,FondantL,1,Media,70.28
1032,A,Carrot Cake,25.0,30,1,BC,1,FondantL,1,Alta,73.28
1033,A,Carrot Cake,25.0,30,1,BC,1,FondantL,1,Muy Alta,77.28
1034,A,Carrot Cake,25.0,30,1,BC,1,FondantL,0,Sin Tematica,65.28
1035,A,Carrot Cake,25.0,30,1,BC,0,FondantL,1,Basica,62.28
1036,A,Carrot Cake,25.0,30,1,BC,0,FondantL,1,Media,64.28
1037,A,Carrot Cake,25.0,30,1,BC,0,FondantL,1,Alta,67.28
1038,A,Carrot Cake,25.0,30,1,BC,0,FondantL,1,Muy Alta,71.28
1039,A,Carrot Cake,25.0,30,1,BC,0,FondantL,0,Sin Tematica,59.28
1040,A,Carrot Cake,12.0,9,1,BC,1,FondantS,1,Basica,20.22
1041,A,Carrot Cake,12.0,9,1,BC,1,FondantS,1,Media,22.22
1042,A,Carrot Cake,12.0,9,1,BC,1,FondantS,1,Alta,25.22
1043,A,Carrot Cake,12.0,9,1,BC,1,FondantS,1,Muy Alta,29.22
1044,A,Carrot Cake,12.0,9,1,BC,1,FondantS,0,Sin Tematica,17.22
1045,A,Carrot Cake,12.0,9,1,BC,0,FondantS,1,Basica,17.82
1046,A,Carrot Cake,12.0,9,1,BC,0,FondantS,1,Media,19.82
1047,A,Carrot Cake,12.0,9,1,BC,0,FondantS,1,Alta,22.82
1048,A,Carrot Cake,12.0,9,1,BC,0,FondantS,1,Muy Alta,26.82
1049,A,Carrot Cake,12.0,9,1,BC,0,FondantS,0,Sin Tematica,14.82
1050,A,NPDCake,25.0,30,1,DL,1,FondantL,1,Basica,67.74
1051,A,NPDCake,25.0,30,1,DL,1,FondantL,1,Media,69.74
1052,A,NPDCake,25.0,30,1,DL,1,FondantL,1,Alta,72.74
1053,A,NPDCake,25.0,30,1,DL,1,FondantL,1,Muy Alta,76.74
1054,A,NPDCake,25.0,30,1,DL,1,FondantL,0,Sin Tematica,64.74
1055,A,NPDCake,25.0,30,1,DL,0,FondantL,1,Basica,61.74
1056,A,NPDCake,25.0,30,1,DL,0,FondantL,1,Media,63.74
1057,A,NPDCake,25.0,30,1,DL,0,FondantL,1,Alta,66.74
1058,A,NPDCake,25.0,30,1,DL,0,FondantL,1,Muy Alta,70.74
1059,A,NPDCake,25.0,30,1,DL,0,FondantL,0,Sin Tematica,58.74
1060,A,NPDCake,12.0,9,1,DL,1,FondantS,1,Basica,26.87
1061,A,NPDCake,12.0,9,1,DL,1,FondantS,1,Media,28.87
1062,A,NPDCake,12.0,9,1,DL,1,FondantS,1,Alta,31.87
1063,A,NPDCake,12.0,9,1,DL,1,FondantS,1,Muy Alta,35.87
1064,A,NPDCake,12.0,9,1,DL,1,FondantS,0,Sin Tematica,23.87
1065,A,NPDCake,12.0,9,1,DL,0,FondantS,1,Basica,24.47
1066,A,NPDCake,12.0,9,1,DL,0,FondantS,1,Media,26.47
1067,A,NPDCake,12.0,9,1,DL,0,FondantS,1,Alta,29.47
1068,A,NPDCake,12.0,9,1,DL,0,FondantS,1,Muy Alta,33.47
1069,A,NPDCake,12.0,9,1,DL,0,FondantS,0,Sin Tematica,21.47
1070,A,NSA Cake,12.0,9,1,MerNZ,1,FondantS,1,Basica,35.71
1071,A,NSA Cake,12.0,9,1,MerNZ,1,FondantS,1,Media,37.71
1072,A,NSA Cake,12.0,9,1,MerNZ,1,FondantS,1,Alta,40.71
1073,A,NSA Cake,12.0,9,1,MerNZ,1,FondantS,1,Muy Alta,44.71
1074,A,NSA Cake,12.0,9,1,MerNZ,1,FondantS,0,Sin Tematica,32.71
1075,A,NSA Cake,12.0,9,1,MerNZ,0,FondantS,1,Basica,33.31
1076,A,NSA Cake,12.0,9,1,MerNZ,0,FondantS,1,Media,35.31
1077,A,NSA Cake,12.0,9,1,MerNZ,0,FondantS,1,Alta,38.31
1078,A,NSA Cake,12.0,9,1,MerNZ,0,FondantS,1,Muy Alta,42.31
1079,A,NSA Cake,12.0,9,1,MerNZ,0,FondantS,0,Sin Tematica,30.31
1080,A,NSA Cake,25.0,30,1,MerNZ,1,FondantL,1,Basica,103.13
1081,A,NSA Cake,25.0,30,1,MerNZ,1,FondantL,1,Media,105.13
1082,A,NSA Cake,25.0,30,1,MerNZ,1,FondantL,1,Alta,108.13
1083,A,NSA Cake,25.0,30,1,MerNZ,1,FondantL,1,Muy Alta,112.13
1084,A,NSA Cake,25.0,30,1,MerNZ,1,FondantL,0,Sin Tematica,100.13
1085,A,NSA Cake,25.0,30,1,MerNZ,0,FondantL,1,Basica,97.13
1086,A,NSA Cake,25.0,30,1,MerNZ,0,FondantL,1,Media,99.13
1087,A,NSA Cake,25.0,30,1,MerNZ,0,FondantL,1,Alta,102.13
1088,A,NSA Cake,25.0,30,1,MerNZ,0,FondantL,1,Muy Alta,106.13
1089,A,NSA Cake,25.0,30,1,MerNZ,0,FondantL,0,Sin Tematica,94.13
1090,A,Coco Cake,25.0,30,1,DL,1,FondantL,1,Basica,70.07
1091,A,Coco Cake,25.0,30,1,DL,1,FondantL,1,Media,72.07
1092,A,Coco Cake,25.0,30,1,DL,1,FondantL,1,Alta,75.07
1093,A,Coco Cake,25.0,30,1,DL,1,FondantL,1,Muy Alta,79.07
1094,A,Coco Cake,25.0,30,1,DL,1,FondantL,0,Sin Tematica,67.07
1095,A,Coco Cake,25.0,30,1,DL,0,FondantL,1,Basica,64.07
1096,A,Coco Cake,25.0,30,1,DL,0,FondantL,1,Media,66.07
1097,A,Coco Cake,25.0,30,1,DL,0,FondantL,1,Alta,69.07
1098,A,Coco Cake,25.0,30,1,DL,0,FondantL,1,Muy Alta,73.07
1099,A,Coco Cake,25.0,30,1,DL,0,FondantL,0,Sin Tematica,61.07
1100,A,Coco Cake,12.0,9,1,DL,1,FondantS,1,Basica,27.45
1101,A,Coco Cake,12.0,9,1,DL,1,FondantS,1,Media,29.45
1102,A,Coco Cake,12.0,9,1,DL,1,FondantS,1,Alta,32.45
1103,A,Coco Cake,12.0,9,1,DL,1,FondantS,1,Muy Alta,36.45
1104,A,Coco Cake,12.0,9,1,DL,1,FondantS,0,Sin Tematica,24.45
1105,A,Coco Cake,12.0,9,1,DL,0,FondantS,1,Basica,25.05
1106,A,Coco Cake,12.0,9,1,DL,0,FondantS,1,Media,27.05
1107,A,Coco Cake,12.0,9,1,DL,0,FondantS,1,Alta,30.05
1108,A,Coco Cake,12.0,9,1,DL,0,FondantS,1,Muy Alta,34.05
1109,A,Coco Cake,12.0,9,1,DL,0,FondantS,0,Sin Tematica,22.05
1110,A,Limon Cake,25.0,30,1,LimC,1,FondantL,1,Basica,65.74
1111,A,Limon Cake,25.0,30,1,LimC,1,FondantL,1,Media,67.74
1112,A,Limon Cake,25.0,30,1,LimC,1,FondantL,1,Alta,70.74
1113,A,Limon Cake,25.0,30,1,LimC,1,FondantL,1,Muy Alta,74.74
1114,A,Limon Cake,25.0,30,1,LimC,1,FondantL,0,Sin Tematica,62.74
1115,A,Limon Cake,25.0,30,1,LimC,0,FondantL,1,Basica,59.74
1116,A,Limon Cake,25.0,30,1,LimC,0,FondantL,1,Media,61.74
1117,A,Limon Cake,25.0,30,1,LimC,0,FondantL,1,Alta,64.74
1118,A,Limon Cake,25.0,30,1,LimC,0,FondantL,1,Muy Alta,68.74
1119,A,Limon Cake,25.0,30,1,LimC,0,FondantL,0,Sin Tematica,56.74
1120,A,Limon Cake,12.0,9,1,LimC,1,FondantS,1,Basica,26.37
1121,A,Limon Cake,12.0,9,1,LimC,1,FondantS,1,Media,28.37
1122,A,Limon Cake,12.0,9,1,LimC,1,FondantS,1,Alta,31.37
1123,A,Limon Cake,12.0,9,1,LimC,1,FondantS,1,Muy Alta,35.37
1124,A,Limon Cake,12.0,9,1,LimC,1,FondantS,0,Sin Tematica,23.37
1125,A,Limon Cake,12.0,9,1,LimC,0,FondantS,1,Basica,23.97
1126,A,Limon Cake,12.0,9,1,LimC,0,FondantS,1,Media,25.97
1127,A,Limon Cake,12.0,9,1,LimC,0,FondantS,1,Alta,28.97
1128,A,Limon Cake,12.0,9,1,LimC,0,FondantS,1,Muy Alta,32.97
1129,A,Limon Cake,12.0,9,1,LimC,0,FondantS,0,Sin Tematica,20.97
1130,B,Victoria Cake,12.0,9,1,GN,0,0,1,Basica,39.0
1131,B,Victoria Cake,12.0,9,1,GB,0,0,1,Basica,39.0
1132,B,Victoria Cake,12.0,9,1,DL,0,0,1,Basica,39.0
1133,B,Victoria Cake,12.0,9,1,GNL,0,0,1,Basica,39.0
1134,B,Chocolat Cake,12.0,9,1,GN,0,0,1,Basica,39.0
1135,B,Chocolat Cake,12.0,9,1,GB,0,0,1,Basica,39.0
1136,B,Chocolat Cake,12.0,9,1,DL,0,0,1,Basica,39.0
1137,B,Chocolat Cake,12.0,9,1,GNL,0,0,1,Basica,39.0
1138,B,Red Velvet,12.0,9,1,BC,0,0,1,Basica,42.0
1139,B,Carrot Cake,12.0,9,1,BC,0,0,1,Basica,42.0
1140,B,Victoria Cake,18.0,15,1,GN,0,0,1,Alta,80.0
1141,B,Victoria Cake,18.0,15,1,GB,0,0,1,Alta,80.0
1142,B,Victoria Cake,18.0,15,1,DL,0,0,1,Alta,80.0
1143,B,Victoria Cake,18.0,15,1,GNL,0,0,1,Alta,80.0
1144,B,Chocolat Cake,18.0,15,1,GN,0,0,1,Alta,80.0
1145,B,Chocolat Cake,18.0,15,1,GB,0,0,1,Alta,80.0
1146,B,Chocolat Cake,18.0,15,1,DL,0,0,1,Alta,80.0
1147,B,Chocolat Cake,18.0,15,1,GNL,0,0,1,Alta,80.0
1148,B,Red Velvet,18.0,15,1,BC,0,0,1,Alta,80.0
1149,B,Carrot Cake,18.0,15,1,BC,0,0,1,Alta,80.0
1150,B,Victoria Cake,25.0,30,1,GN,0,0,1,Muy Alta,95.0
1151,B,Victoria Cake,25.0,30,1,GB,0,0,1,Muy Alta,95.0
1152,B,Victoria Cake,25.0,30,1,DL,0,0,1,Muy Alta,95.0
1153,B,Victoria Cake,25.0,30,1,GNL,0,0,1,Muy Alta,95.0
1154,B,Chocolat Cake,25.0,30,1,GN,0,0,1,Muy Alta,95.0
1155,B,Chocolat Cake,25.0,30,1,GB,0,0,1,Muy Alta,95.0
1156,B,Chocolat Cake,25.0,30,1,DL,0,0,1,Muy Alta,95.0
1157,B,Chocolat Cake,25.0,30,1,GNL,0,0,1,Muy Alta,95.0
1158,C,Chocolat Cake,12.0,9,1,GN,0,0,1,Basica,45.0
1159,C,Victoria Cake,12.0,9,1,GN,0,0,1,Basica,45.0
1160,C,Red Velvet,12.0,9,1,BC,0,0,1,Basica,45.0
1161,C,Carrot Cake,12.0,9,1,BC,0,0,1,Basica,45.0
1162,C,Chocolat Cake,18.0,15,1,GN,0,0,1,Basica,60.0
1163,C,Victoria Cake,18.0,15,1,GN,0,0,1,Basica,60.0
1164,C,Red Velvet,18.0,15,1,BC,0,0,1,Basica,60.0
1165,C,Carrot Cake,18.0,15,1,BC,0,0,1,Basica,60.0
1166,C,Chocolat Cake,25.0,30,1,GN,0,0,1,Basica,75.0
1167,C,Victoria Cake,25.0,30,1,GN,0,0,1,Basica,75.0
1168,C,Red Velvet,25.0,30,1,BC,0,0,1,Basica,75.0
1169,C,Carrot Cake,25.0,30,1,BC,0,0,1,Basica,75.0
1170,C,Chocolat Cake,12.0,9,1,GN,0,0,1,Alta,75.0
1171,C,Victoria Cake,12.0,9,1,GN,0,0,1,Alta,75.0
1172,C,Red Velvet,12.0,9,1,BC,0,0,1,Alta,75.0
1173,C,Carrot Cake,12.0,9,1,BC,0,0,1,Alta,75.0
1174,C,Chocolat Cake,18.0,15,1,GN,0,0,1,Alta,75.0
1175,C,Victoria Cake,18.0,15,1,GN,0,0,1,Alta,75.0
1176,C,Red Velvet,18.0,15,1,BC,0,0,1,Alta,75.0
1177,C,Carrot Cake,18.0,15,1,BC,0,0,1,Alta,75.0
1178,C,Chocolat Cake,25.0,30,1,GN,0,0,1,Alta,75.0
1179,C,Victoria Cake,25.0,30,1,GN,0,0,1,Alta,75.0
1180,C,Red Velvet,25.0,30,1,BC,0,0,1,Alta,75.0
1181,C,Carrot Cake,25.0,30,1,BC,0,0,1,Alta,75.0
1182,C,Chocolat Cake,12.0,9,1,GN,0,0,1,Muy Alta,95.0
1183,C,Victoria Cake,12.0,9,1,GN,0,0,1,Muy Alta,95.0
1184,C,Red Velvet,12.0,9,1,BC,0,0,1,Muy Alta,95.0
1185,C,Carrot Cake,12.0,9,1,BC,0,0,1,Muy Alta,95.0
1186,C,Chocolat Cake,18.0,15,1,GN,0,0,1,Muy Alta,95.0
1187,C,Victoria Cake,18.0,15,1,GN,0,0,1,Muy Alta,95.0
1188,C,Red Velvet,18.0,15,1,BC,0,0,1,Muy Alta,95.0
1189,C,Carrot Cake,18.0,15,1,BC,0,0,1,Muy Alta,95.0
1190,C,Chocolat Cake,25.0,30,1,GN,0,0,1,Muy Alta,95.0
1191,C,Victoria Cake,25.0,30,1,GN,0,0,1,Muy Alta,95.0
1192,C,Red Velvet,25.0,30,1,BC,0,0,1,Muy Alta,95.0
1193,C,Carrot Cake,25.0,30,1,BC,0,0,1,Muy Alta,95.0
1194,C,Chocolat Cake,12.0,9,1,GN,0,0,0,Sin Tematica,30.0
1195,C,Victoria Cake,12.0,9,1,GN,0,0,0,Sin Tematica,30.0
1196,C,Red Velvet,12.0,9,1,BC,0,0,0,Sin Tematica,30.0
1197,C,Carrot Cake,12.0,9,1,BC,0,0,0,Sin Tematica,30.0
1198,C,Chocolat Cake,18.0,15,1,GN,0,0,0,Sin Tematica,35.0
1199,C,Victoria Cake,18.0,15,1,GN,0,0,0,Sin Tematica,35.0
1200,C,Red Velvet,18.0,15,1,BC,0,0,0,Sin Tematica,35.0
1201,C,Carrot Cake,18.0,15,1,BC,0,0,0,Sin Tematica,35.0
1202,C,Chocolat Cake,25.0,30,1,GN,0,0,0,Sin Tematica,40.0
1203,C,Victoria Cake,25.0,30,1,GN,0,0,0,Sin Tematica,40.0
1204,C,Red Velvet,25.0,30,1,BC,0,0,0,Sin Tematica,40.0
1205,C,Carrot Cake,25.0,30,1,BC,0,0,0,Sin Tematica,40.0
